battery_pct,speed_kmh,temperature_c,passengers,range_km
43.708610696262625,48.787625210949656,23.59979391417964,1,122.54717305162075
95.56428757689245,47.16766789791998,35.27161646499932,1,293.7138657444269
75.87945476302646,119.68800385731403,33.008046489507954,3,181.66421628334885
63.8792635777333,47.45008198344567,2.694995234688684,5,169.83648728246192
24.041677639819287,49.91446987414941,2.4624734870736953,5,18.3957250073789
24.03950683025824,103.53380886597601,8.408718387245667,3,8.731820080830277
15.227525095137953,69.4713826695594,13.053736317051861,4,5.0
87.95585311974416,105.43816126506994,15.42277907042413,1,239.32345532895542
64.1003510568888,27.190277332082378,28.984860841667263,1,210.464302789288
73.7265320016441,73.63283130407228,-2.16597839170823,3,182.4575415186521
11.85260448662222,23.69749602016109,-3.2663647886966807,3,8.90267555265725
97.29188669457949,26.891852380089,14.595528147195452,4,296.0624576106788
84.91983767203796,119.7081198678852,29.858184606899023,5,193.33863522277744
29.110519961044854,35.316990822935466,4.671767147824129,2,60.71788555912304
26.364247048639054,78.56627505027387,27.075224062812588,5,15.568528546353381
26.506405886809045,65.22051628607772,7.991406897014974,1,39.652707041061916
37.381801866358394,58.20776588847269,39.30430544067582,3,75.27672233721094
57.228078846901404,118.98166802559997,39.78449721333082,4,112.4927121541137
48.87505167779042,22.400573645303844,9.864360214066325,5,130.19880846106506
36.21062261782377,93.0168654793148,6.499687698162026,4,36.04192929990238
65.06676052501416,125.97338776349055,15.565198603311565,5,138.69625139274115
22.554447458683764,81.61850018080261,7.026579259007436,1,13.283376631594267
36.29301836816963,123.0504708236401,28.61919216458518,2,42.07784151173855
42.97256589643225,25.748366721462617,36.30323422741428,4,116.80595896919529
51.046298579533236,66.06726509815775,28.654606545560853,4,121.95672669846958
80.66583652537122,48.617357005825625,36.21752236246748,2,248.2264410704887
27.970640394252378,100.39030614788028,14.849608110373708,4,22.634926082446714
56.28109945722505,127.94267995469713,2.8158485354430427,4,89.65410290406975
63.31731119758382,48.21830686886726,31.89754736987961,5,186.14908351420445
14.180537144799796,91.95920616214819,13.023725257077693,5,5.0
64.67903667112945,41.79073960357141,28.563541261456628,2,189.49804626925555
25.347171131856236,82.18632800287709,8.532197099088282,1,37.72758438385045
15.854643368675156,71.03257353571698,-0.9385182596663668,4,5.0
95.39969835279999,126.92058625946908,44.62908977438817,1,247.88878211287786
96.90688297671034,86.93799999661132,2.810075396529964,2,291.2727925679369
82.7557613304815,58.445700929550064,44.42104969817405,2,235.40835279364524
37.41523922560336,32.55053633767267,43.86399662832236,5,80.13532968354004
18.79049026057455,36.637151160842805,34.69090519540198,4,23.640691233444155
71.58097238609412,44.78486229463586,27.971148104099882,3,217.84615421755626
49.61372443656412,47.60633274743278,23.890352512554234,2,124.27582263296985
20.983441136030095,113.56776636252516,38.305077268891736,4,5.0
54.56592191001432,81.73450671107774,9.471976080974397,1,128.23189092583203
13.094966900369656,77.5730002511803,18.38406062424385,5,5.0
